label,model_idx,fape,lddt,rmsd,kabsch,prmsd,plddt,plddt_pde
super_af2_bu2,1,0.9397475719451904,0.9623568058013916,0.6049671769142151,0.6010816097259521,0.8493492603302002,0.978034496307373,0.9484555721282959
super_af2_bu2,2,1.058996319770813,0.9589950442314148,0.6922618746757507,0.6853120923042297,0.8675763010978699,0.9759309887886047,0.9427796602249146
super_af2_bu2,3,0.9472864866256714,0.9645815491676331,0.6636930704116821,0.6567510366439819,0.8738383650779724,0.9754481911659241,0.9448583126068115
super_af2_bu2,4,0.9908317923545837,0.962062656879425,0.6202706694602966,0.617323637008667,0.879559338092804,0.9749653935432434,0.9464563131332397
super_af2_bu2,5,0.9685729742050171,0.9611644744873047,0.604872465133667,0.6007542610168457,0.835473358631134,0.9800688624382019,0.9492805004119873
super_af2_bu2,6,1.163054347038269,0.9473770260810852,0.8405254483222961,0.8330575823783875,0.8974153995513916,0.9688965082168579,0.9424974918365479
super_af2_bu2,7,0.8610642552375793,0.9685627222061157,0.5844828486442566,0.5806254148483276,0.855111300945282,0.9765516519546509,0.9442015290260315
super_af2_bu2,8,1.1572341918945312,0.9421582818031311,0.8468757271766663,0.8413504362106323,0.837451159954071,0.9805861711502075,0.9484211206436157
super_af2_bu2,9,1.0693014860153198,0.9601888656616211,0.6543481945991516,0.6477489471435547,0.860672116279602,0.9750000238418579,0.9436712265014648
super_af2_bu2,10,0.9771527647972107,0.9609086513519287,0.6219449639320374,0.6166837811470032,0.8785368204116821,0.9738274812698364,0.9444261789321899
super_af2_bu2,11,0.9877980351448059,0.9607671499252319,0.6412630677223206,0.6350888013839722,0.8837387561798096,0.9744482636451721,0.9422223567962646
super_af2_bu2,12,0.9318508505821228,0.9649403691291809,0.6819948554039001,0.6757984757423401,0.9030943512916565,0.9734826683998108,0.9431459307670593
super_af2_bu2,13,0.990638017654419,0.9604810476303101,0.6489794254302979,0.6437821984291077,0.8642190098762512,0.975482702255249,0.9429547190666199
super_af2_bu2,14,1.072697401046753,0.9487924575805664,0.6789309978485107,0.6711840033531189,0.9174306988716125,0.9732758402824402,0.9352045059204102
super_af2_bu2,15,1.0389732122421265,0.9611175656318665,0.6841700077056885,0.6799238324165344,0.8669730424880981,0.9770343899726868,0.9470193982124329
super_af2_bu2,16,0.9916061758995056,0.9642881155014038,0.634350061416626,0.6280791759490967,0.856293797492981,0.9771379232406616,0.9448772668838501
super_af2_bu2,17,1.0125468969345093,0.959358811378479,0.6660380959510803,0.6573350429534912,0.8980161547660828,0.9726206660270691,0.940581202507019
super_af2_bu2,18,0.9031549096107483,0.9660027027130127,0.5832528471946716,0.5805941820144653,0.8728876113891602,0.9785517454147339,0.9447486996650696
super_af2_bu2,19,1.067567229270935,0.957297146320343,0.6910239458084106,0.6817734837532043,0.8681855797767639,0.9756895899772644,0.9435902833938599
super_af2_bu2,20,1.0545547008514404,0.9554166197776794,0.7186704874038696,0.7134835124015808,0.8563066720962524,0.9767930507659912,0.9456589221954346
super_af2_bu2,21,0.9093039631843567,0.9660995006561279,0.6069372892379761,0.6013704538345337,0.8973773717880249,0.9716205596923828,0.9441792964935303
super_af2_bu2,22,0.8916217684745789,0.965420126914978,0.5882182717323303,0.5818443894386292,0.8618210554122925,0.9761033654212952,0.9448637962341309
super_af2_bu2,23,0.9316520094871521,0.9636499881744385,0.6514206528663635,0.6478270292282104,0.8668525218963623,0.9757584929466248,0.9482470154762268
super_af2_bu2,24,1.1494131088256836,0.9527558088302612,0.7160675525665283,0.7074980139732361,0.8561179637908936,0.9751723408699036,0.9440596103668213
super_af2_bu2,25,0.9945135712623596,0.9603742957115173,0.6533148884773254,0.6440832018852234,0.8613714575767517,0.9749309420585632,0.9421800374984741
super_af2_bu2,26,0.9868972301483154,0.9595603346824646,0.6424682140350342,0.6393738389015198,0.8565800786018372,0.977310299873352,0.9470801949501038
super_af2_bu2,27,1.0733541250228882,0.9573237895965576,0.7186740636825562,0.7128049731254578,0.8577364087104797,0.9737929701805115,0.9464718699455261
super_af2_bu2,28,1.050250768661499,0.9566013216972351,0.7253767848014832,0.7176144123077393,0.8640626072883606,0.9741033911705017,0.9433384537696838
super_af2_bu2,29,1.0129632949829102,0.9583842754364014,0.6710554957389832,0.6641066670417786,0.8539350032806396,0.9791378378868103,0.944710373878479
super_af2_bu2,30,1.2864786386489868,0.9334670305252075,0.9222624897956848,0.9094525575637817,0.8625669479370117,0.9794481992721558,0.9473101496696472
super_af2_bu2,31,1.1761510372161865,0.9431494474411011,0.858321487903595,0.8489189743995667,0.8234021067619324,0.9786206483840942,0.9512858390808105
super_af2_bu2,32,0.9375720024108887,0.964613676071167,0.6296765804290771,0.6258281469345093,0.8647675514221191,0.9755170941352844,0.945955216884613
super_af2_bu2,33,0.9639005661010742,0.9624186158180237,0.6090660691261292,0.6040790677070618,0.8502190113067627,0.9793103337287903,0.9466214179992676
super_af2_bu2,34,1.0283052921295166,0.9591607451438904,0.7014657855033875,0.6949024200439453,0.8368856906890869,0.979034423828125,0.9489940404891968
super_af2_bu2,35,0.9626210331916809,0.9644876718521118,0.5976905822753906,0.5911872982978821,0.8519065976142883,0.9784137606620789,0.9473342299461365
super_af2_bu2,36,1.0730113983154297,0.9583987593650818,0.6650491952896118,0.6586801409721375,0.8781136274337769,0.9752758145332336,0.9434157609939575
super_af2_bu2,37,0.9332985877990723,0.9642981290817261,0.6111440658569336,0.6071360111236572,0.8938618302345276,0.9728275537490845,0.9424855709075928
super_af2_bu2,38,1.1909682750701904,0.9398075342178345,0.8603790998458862,0.8513429164886475,0.807313084602356,0.9804482460021973,0.9490464925765991
super_af2_bu2,39,0.9556856155395508,0.9606478214263916,0.6222835779190063,0.6187966465950012,0.8805160522460938,0.9779999852180481,0.9441867470741272
super_af2_bu2,40,1.0416622161865234,0.9616639018058777,0.6445653438568115,0.6371131539344788,0.8809274435043335,0.9741723537445068,0.9424177408218384
super_af2_bu2,41,1.0673680305480957,0.9592413902282715,0.6893563866615295,0.6806835532188416,0.8705704808235168,0.9755516052246094,0.9422644376754761
super_af2_bu2,42,0.9754524827003479,0.9633517265319824,0.6326397061347961,0.62946617603302,0.8514382243156433,0.9785861372947693,0.9465546607971191
super_af2_bu2,43,1.0498883724212646,0.9593234658241272,0.659440815448761,0.6528396606445312,0.8490932583808899,0.9774482250213623,0.9463191032409668
super_af2_bu2,44,1.0043401718139648,0.9627685546875,0.6350379586219788,0.6282494068145752,0.8564313054084778,0.9785517454147339,0.946478545665741
super_af2_bu2,45,0.9238693714141846,0.9635308980941772,0.6062290668487549,0.6022533178329468,0.8758270740509033,0.976655125617981,0.9452534317970276
super_af2_bu2,46,1.0170402526855469,0.9603644609451294,0.6714845895767212,0.6671050786972046,0.8804642558097839,0.9752069115638733,0.9420286417007446
super_af2_bu2,47,0.9431179761886597,0.9649509787559509,0.6088078022003174,0.604282796382904,0.8505125045776367,0.9768620133399963,0.9451742172241211
super_af2_bu2,48,1.0283164978027344,0.9569277763366699,0.6877449154853821,0.6780735850334167,0.8742689490318298,0.9762067794799805,0.9439142942428589
super_af2_bu2,49,1.202026128768921,0.9407026767730713,0.884783923625946,0.877650797367096,0.8497312068939209,0.9785171747207642,0.9458903074264526
super_af2_bu2,50,0.896542489528656,0.9645904898643494,0.6252219676971436,0.620739758014679,0.8577878475189209,0.9774826765060425,0.9464924335479736
